"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","dataConstituicao","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","setorCVM","descricaoAtividade"
"08.439.659/0001-50",2023-01-01,20540,"20540","2054","2006-10-02","CPFL ENERGIAS RENOVÁVEIS S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Geração de energias renováveis."
"08.467.115/0001-00",2023-01-01,20648,"20648","2064","2006-11-28","CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D","Privado",12,"Energia Elétrica","Prestação de serviços de natureza pública ou privada, no setor de distribuição de energiaelétrica."
"08.493.364/0001-62",2023-01-01,21709,"21709","2170","2006-12-01","CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES","Privado",3,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)","Holdings de instituições não financeiras, empresas do setor sucroalcooleiro e energético."
"08.560.444/0001-93",2023-01-01,21393,"21393","2139","2006-12-04","CIA CELG DE PARTICIPACOES - CELGPAR","Estatal Holding",12,"Emp. Adm. Part. - Energia Elétrica","Participação em outras sociedades como acionista ou sócio-cotista e, ainda, a explotação direta ou indireta de serviços de energia elétrica."
"08.572.741/0001-59",2012-01-01,21539,"21539","2153","2006-12-11","REP REAL ESTATE PARTNERS DESENV IMOB SA","Privado",12,"Emp. Adm. Part. - Arrendamento Mercantil","O desenvolvimento de empreendimentos imobiliarios, a intermediação, compra,venda, locação e soblocação de imóveis comerciais, prontos ou a construir"
"08.638.269/0001-00",2013-01-01,20834,"20834","2083","2006-12-11","SETIBA PARTICIPAÇÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem por objeto social a participação em outras sociedades, como sócia ou acionista ou em consórcios, no país ou no exterior."
"08.684.547/0001-65",2018-01-01,20842,"20842","2084","2006-12-11","MAGNESITA REFRATARIOS S.A.","Privado",12,"Emp. Adm. Part. - Extração Mineral","Mineração, produção e comercialização de extensa linha de materiais refratários."
"00.776.574/0001-56",2023-01-01,20990,"20990","2099","2006-12-13","AMERICANAS S.A. - em Recuperação Judicial","Privado",12,"Comércio (Atacado e Varejo)","Comércio varejista e atacadista em geral de quaisquer bens e serviços por meio de diversos meios, em especial, da Internet e de lojas físicas, sem restrição a outros meios."
"08.534.605/0001-74",2023-01-01,21636,"21636","2163","2006-12-19","RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL","Privado",12,"Energia Elétrica","Geração de energia por meio de fontes renováveis."
"08.648.295/0001-19",2015-01-01,20850,"20850","2085","2006-12-26","ALLIS PARTICIPAÇÕES S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Holding Controladora de empresas de prestação de serviços de locação de mão de obra."
"08.653.753/0001-08",2020-01-01,20672,"20672","2067","2007-01-02","BRC SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de recebíveis imobiliários"
"08.613.550/0001-98",2023-01-01,21180,"21180","2118","2007-01-16","Nexpe Participações S.A","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Participação em outras sociedades que atuem no setor imobiliário."
"08.665.255/0001-85",2010-01-01,80055,"80055","8005","2007-02-15","TIG HOLDING LTD.","Estrangeiro Holding",12,"Emp. Adm. Part.-Bolsas de Valores/Mercadorias e Futuros","Realização de investimentos proprietários"
"08.773.191/0001-36",2023-01-01,23930,"23930","2393","2007-02-16","BRASILIANA PARTICIPAÇÕES S/A","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Atividade primordial focada na participação de empresas do setor de energia elétrica brasileiro."
"08.741.499/0001-08",2018-01-01,21482,"21482","2148","2007-03-01","PRUMO LOGISTICA SA","Privado Holding",12,"Serviços Transporte e Logística","Atuação no setor de Logísitica Portuária."
"08.769.451/0001-08",2023-01-01,20818,"20818","2081","2007-03-05","VIRGO COMPANHIA DE SECURITIZAÇÃO","Privado",12,"Securitização de Recebíveis","Aquisição e securitização de créditos imobiliários e do agronegócio passiveis de securitização."
"08.764.621/0001-53",2023-01-01,21008,"21008","2100","2007-03-06","GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.","Privado",12,"Comércio (Atacado e Varejo)","Administração de Shopping Centers"
"08.723.106/0001-25",2015-01-01,20907,"20907","2090","2007-03-14","BHG S.A. - BRAZIL HOSPITALITY GROUP","Privado",12,"Emp. Adm. Part. - Hospedagem e Turismo",""
"08.773.135/0001-00",2023-01-01,25224,"25224","2522","2007-03-23","2W Ecobank S.A.","Privado",12,"Energia Elétrica","Comercialização de energia elétrica, atuando como agente comercializador e varejista, importação e exportação de energia elétrica, serviços de consultoria e participação em outras sociedades."
"08.827.501/0001-58",2023-01-01,23396,"23396","2339","2007-03-26","AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.","Privado Holding",12,"Saneamento, Serv. Água e Gás","A Companhia possui atuação principal como administradora de concessões públicas, operando em todos os processos do ciclo integral da água - abastecimento, coleta e tratamento de esgoto"
"08.807.432/0001-10",2023-01-01,21016,"21016","2101","2007-03-31","YDUQS PARTICIPACOES S.A.","Privado",12,"Emp. Adm. Part. - Educação","Desenvolve principalmente nas áreas de educação de nível superior, nas modalidades presencial e a distância, educação profissional e/ou outras áreas associadas à educação."
"08.795.211/0001-70",2023-01-01,23612,"23612","2361","2007-04-05","MAESTRO LOCADORA DE VEICULOS S.A.","Privado",12,"Serviços Transporte e Logística","A Companhia presta serviços de locação de veículos e gestão de frotas."
"08.801.621/0001-86",2023-01-01,21040,"21040","2104","2007-04-11","SYN PROP & TECH S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Desenvolvimento, locação, administração e operação de imóveis comerciais"
"08.902.291/0001-15",2023-01-01,25585,"25585","2558","2007-04-12","CSN MINERAÇÃO S.A.","Privado",12,"Extração Mineral","Mineração e comercialização de minério de ferro, infraestrutura de transporte portuária geração de energia e participação em sociedades com objeto social compatível com o da Companhia."
"08.797.760/0001-83",2023-01-01,25100,"25100","2510","2007-04-20","Cury Construtora e Incorporadora S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Somos uma companhia com foco na incorporação e construção de empreendimentos residenciais enquadrados no programa habitacional Minha Casa Minha Vida e Sistema Brasileiro de Poupança e Empréstimo-SBPE"
"08.811.643/0001-27",2023-01-01,21130,"21130","2113","2007-04-24","TRISUL S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Incorporadora e Construtora"
"08.887.330/0001-52",2018-01-01,80071,"80071","8007","2007-04-30","COSAN LIMITED","Privado",12,"Agricultura (Açúcar, Álcool e Cana)","Produção de Açúcar, Etanol e Cogeração de Energia, Distribuição de Combustíveis, Produção ee Distribuição de Lubrificantes, Transporte e Carregamento de Açúcar e Operador Logístico"
"08.810.422/0001-34",2023-01-01,26115,"26115","2611","2007-05-02","Guararapes Painéis S.A.","Privado",12,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","Industrialização e comercialização de painéis prensados de fibras de madeira de média (MDF, MDP e HDF) e alta densidade e pisos laminados."
"08.835.366/0001-92",2014-01-01,21245,"21245","2124","2007-05-07","CENTENNIAL ASSET PARTICIPAÇÕES AÇU S.A.","Estrangeiro",12,"Emp. Adm. Part. - Serviços Transporte e Logística",""
"08.873.873/0001-10",2023-01-01,21903,"21903","2190","2007-05-15","ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.","Privado Holding",12,"Emp. Adm. Part. - Serviços Transporte e Logística","Serviços de apoio administrativo e de engenharia, exploração direta ou indireta de negócios de concessão de obras e serviços públicos."
"08.903.116/0001-42",2019-01-01,21105,"21105","2110","2007-05-16","NOVA SECURITIZACAO S.A.","Privado",12,"Securitização de Recebíveis","Securitização de Créditos Imobiliários e Direitos Créditórios do Agronegócio e emissão e colocação dos Recebíveis junto ao mercado financeiro e de capitais."
"08.822.767/0001-08",2023-01-01,24104,"24104","2410","2007-05-16","CONCESSIONÁRIA DA RODOVIA MG-050 S.A.","Privado",12,"Serviços Transporte e Logística","Exploração do Sistema Rodoviário da malha composta pela Rodovia MG-050, trecho entroncamento BR 262 (Juatuba), Itaúna, Divinópolis, Formiga, Piumhi, Passos, São Sebastiãodo Paraíso - Rodovia BR 265."
"08.904.090/0001-57",2012-01-01,21059,"21059","2105","2007-05-21","MATONE SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis","Securitização de créditos imobiliários através da emissão de Certificados de Recebíveis Imobiliários."
"08.935.054/0001-50",2023-01-01,21520,"21520","2152","2007-05-21","MULTINER S/A","Privado Holding",12,"Energia Elétrica","Geração, transmissão e comercialização de energia elétrica e a participação em outras sociedades civis ou comerciais, no país e no exterior, principalmente no setor de energia."
"09.140.181/0001-26",2010-01-01,21253,"21253","2125","2007-06-11","MOENA PARTICIPAÇÕES S/A","Estrangeiro Holding",12,"Emp. Adm. Part. - Educação","Objetivo é a participação em outras sociedades, como sócia ou acionista ou em consórcio, no país ou no exterior."
"09.191.251/0001-75",2014-01-01,21261,"21261","2126","2007-06-11","MONTICIANO PARTICIPAÇÕES S/A","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","A Companhia tem por objeto social a participação em outras sociedades, como sócia ou acionista ou em consórcios, no país ou no exterior ."
"08.936.792/0001-12",2015-01-01,22438,"22438","2243","2007-06-15","INTERNATIONAL MEAL COMPANY HOLDINGS S/A","Privado Holding",12,"Alimentos","Setor de Varejo de Alimentação"
"08.904.552/0001-36",2013-01-01,80098,"80098","8009","2007-06-20","LAEP INVESTMENTS LTD","Estrangeiro Holding",12,"Emp. Adm. Part. - Alimentos","Holding de Instituições não financeiras"
"08.937.002/0001-13",2022-01-01,21075,"21075","2107","2007-06-25","VISION SECURITIZADORA S.A.","Privado",12,"Securitização de Recebíveis","Securitização de Créditos Imobiliários."
"08.943.312/0001-40",2013-01-01,80080,"80080","8008","2007-06-26","AGRENCO LIMITED","Estrangeiro Holding",12,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)","sob as leis de Bermudas nos é facultado ter um objeto social amplo, assim podemos realizar os atos diretamente ligados ou incidentais à condução de nossos negócios e busca de nossos objetivos."
"08.926.302/0001-05",2023-01-01,23493,"23493","2349","2007-06-27","DOMMO ENERGIA S.A.","Privado",12,"Petróleo e Gás","A Companhia terá por objeto a exploração, produção e comercialização de petróleo e seus derivados, gás natural e outros hidrocarbonetos fluidos."
"09.054.385/0001-44",2023-01-01,22560,"22560","2256","2007-06-30","INBRANDS S.A.","Privado",12,"Têxtil e Vestuário","Setor varejista de roupas."
"09.041.168/0001-10",2023-01-01,23272,"23272","2327","2007-07-03","LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES","Privado Holding",12,"Construção Civil, Mat. Constr. e Decoração","Administração de bens próprios, prestação de serviços de engenharia e construção.Incorporação, construção comercialização e locação de imóveis.Participação em outras sociedades como sócia ou acionista"
"07.276.103/0001-28",2011-01-01,21423,"21423","2142","2007-07-05","FLORESTAL BRASIL SA","Privado",12,"Reflorestamento","Exploração agroflorestal, promovendo projetos de reflorestamento em terras próprias ou de terceiros, podendo para tanto fazer arrendamentos e ou parcerias."
"09.074.183/0001-64",2023-01-01,22225,"22225","2222","2007-07-20","TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A","Privado",12,"Serviços Transporte e Logística","Realização sob o regime de concessão, mediante cobrança de pedágio da exploração da infra-estrutura e da prestação de serviço público e obras"
"09.053.134/0001-45",2023-01-01,25348,"25348","2534","2007-07-26","Elfa Medicamentos S.A.","Privado",12,"Serviços médicos","Prestação de serviços de distribuição e comércio de produtos farmacêuticos e hospitalares."
"09.114.805/0001-30",2023-01-01,25534,"25534","2553","2007-08-01","Oceanpact Serviços Maritimos S.A.","Privado",12,"Petróleo e Gás","Serviços de suporte marítimo, incluindo soluções de meio ambiente, serviços submarinos e de apoio logístico e de engenharia para clientes de diversos setores, como óleo e gás, energia, mineração, tele"
"09.083.175/0001-84",2022-01-01,25470,"25470","2547","2007-08-24","MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.","Privado",12,"Comunicação e Informática","Intermediação e agenciamento de serviços/negócios em geral, tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet e consultoria em publicidade."
"09.267.996/0001-70",2023-01-01,25976,"25976","2597","2007-08-27","Yuny Incorporadora Holding S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Participação em outras sociedades empresariais, como sócia ou acionista compra e venda de bens imóveis ou móveis gestão de empreendimentos imobiliários."
"09.042.817/0001-05",2023-01-01,25500,"25500","2550","2007-08-28","BEMOBI MOBILE TECH S.A.","Privado",12,"Comunicação e Informática","Desenvolvimento e licenciamento de programas de computador não-customizáveis"
"09.112.685/0001-32",2023-01-01,21342,"21342","2134","2007-09-03","OSX BRASIL S.A.","Privado Holding",12,"Emp. Adm. Part. - Sem Setor Principal","Equipamentos e Serviços para a indústria offshore de petróleo e gás natural."
"09.149.503/0001-06",2023-01-01,23426,"23426","2342","2007-09-26","SERENA GERAÇÃO S.A.","Privado",12,"Emp. Adm. Part. - Energia Elétrica","Geração e comercialização de energia elétrica ou Participação, direta ou por meio de joint venture, consórcio ou qualquer outra sociedade, em ativos que já tenham atingido a fase operacional."
"09.146.451/0001-06",2023-01-01,25798,"25798","2579","2007-09-27","KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.","Privado",12,"Construção Civil, Mat. Constr. e Decoração","(a) incorporação, construção e comercialização de empreendimentos imobiliários de qualquer natureza (b) locação de imóveis próprios ou de terceiros (c) participação em outras sociedades."
"09.288.252/0001-32",2023-01-01,23248,"23248","2324","2007-10-05","ANIMA HOLDING S.A.","Privado Holding",12,"Educação","Administração, direta ou indireta, de atividade de instituições de 3º e 4º graus, educaçãoprofissional."
"09.295.063/0001-97",2023-01-01,22519,"22519","2251","2007-11-21","TECHNOS S.A.","Privado",12,"Comércio (Atacado e Varejo)","A Companhia tem por objeto social a participação em outras sociedades, como sócia ou acionista, no país ou no exterior."
"09.337.210/0001-44",2011-01-01,21660,"21660","2166","2007-11-23","FAE ADM. E PARTICIPAÇÕES SA","Privado",12,"Construção Civil, Mat. Constr. e Decoração","Construção civil, Mat. de construção e Decoração"
"09.229.201/0001-30",2023-01-01,25712,"25712","2571","2007-11-27","GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.","Privado",12,"Emp. Adm. Part. - Sem Setor Principal","Administração patrimonial de bens e interesses próprios e de suas subsidiárias e coligadas participação em empreendimentos comerciais e industriais participação como acionista ou sócia de sociedade"
"09.257.877/0001-37",2023-01-01,21814,"21814","2181","2007-12-14","FERROVIA NORTE SUL S/A","Privado",12,"Serviços Transporte e Logística","Empresa de logística e transporte ferroviário de carga, sob o regime de subconcessão."
"09.346.601/0001-25",2023-01-01,21610,"21610","2161","2007-12-14","B3 S.A. - BRASIL, BOLSA, BALCÃO","Privado",12,"Bolsas de Valores/Mercadorias e Futuros","Principais atividades: administrar mercados organizados de títulos e valores mobiliários prestar serviços de registro, compensação e liquidação e de suporte à operações de financiamento"
