"cnpj","dataReferencia","codigoCVM","codigoCVM2","codigoCVMsemDigito","codB3","setorCVM","dataConstituicao","dataSituacaoRegistroCVM","nomeEmpresarial","especieControleAcionario","mesEncerraExercSocial","descricaoAtividade"
"06.981.180/0001-16",2023-01-01,"20303","20303","2030","CMIG","Energia Elétrica","2004-08-04","2006-09-25","CEMIG DISTRIBUICAO S.A.","Estatal",12,"O objetivo da Companhia é estudar, planejar, projetar, construir, operar e explorar sistemas de distribuição e comercialização de energia elétrica e serviços correlatos."
"06.981.381/0001-13",2023-01-01,"23981","23981","2398","CTCA","Agricultura (Açúcar, Álcool e Cana)","2004-08-10","2016-08-24","CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","Privado",3,"Com sua atuação em biotecnologia e melhoramento genético o CTC busca busca promover o aumento da produtividade, a redução de custos e soluções agrícolas e industriais para o setor sucroenergético."
"06.981.176/0001-58",2023-01-01,"20320","20320","2032",NA,"Energia Elétrica","2004-09-08","2006-10-10","CEMIG GERACAO E TRANSMISSAO S.A.","Estatal",12,"Realiza atividades de geração, transmissão e comercialização de energia elétrica e serviços correlatos que lhe tenham sido ou venham a ser concedidos."
"07.119.838/0001-48",2023-01-01,"19720","19720","1972",NA,"Securitização de Recebíveis","2004-09-14","2005-05-02","SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","Privado",12,"(i) Aquisição e securitização de créditos decorrentes de operações de financiamento imobiliário e (ii) Emissão e colocação de Certificados de Recebíveis Imobiliários no mercado financeiro."
"07.021.459/0001-10",2019-01-01,"19747","19747","1974",NA,"Securitização de Recebíveis","2004-09-15","2005-05-11","BETA SECURITIZADORA S.A.","Privado",12,"Desenvolver operações através da securitização de créditos imobiliários e creditos do agronegócio"
"07.043.628/0001-13",2023-01-01,"23531","23531","2353",NA,"Emp. Adm. Part. - Telecomunicações","2004-09-27","2014-12-05","CLARO TELECOM PARTICIPAÇÕES S.A.","Privado",12,"empresa holding de instituições não-financeiras"
"07.088.416/0001-52",2017-01-01,"19895","19895","1989",NA,"Securitização de Recebíveis","2004-10-13","2005-12-22","BRPR 45 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,""
"07.073.027/0001-53",2010-01-01,"21768","21768","2176","TVIT","Comunicação e Informática","2004-10-20","2009-09-24","TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A","Privado",12,"Prestação de serviços de call center, transmissão de dados, hospedagem e suporte a internet."
"07.256.507/0001-50",2012-01-01,"19933","19933","1993",NA,"Emp. Adm. Part. - Seguradoras e Corretoras","2004-11-03","2006-01-05","ITAUSEG PARTICIPAÇÕES SA","Privado Holding",12,"Holding"
"07.112.325/0001-05",2016-01-01,"19704","19704","1970",NA,"Securitização de Recebíveis","2004-11-22","2005-04-18","B.I. Companhia Securitizadora S/A","Privado",12,"aquis/securitz creds imobs oriundos/relacion a qsqr modals imobs emissão/coloc merc financ de CRI/debênts/qsqr outros tits cred/val mobil lastr em creds imobs realiz neg e servs relac sec imob"
"07.110.438/0001-71",2015-01-01,"19690","19690","1969",NA,"Securitização de Recebíveis","2004-11-29","2005-04-14","BTG PACTUAL SECURITIZADORA S.A","Privado",12,"Securitização de Recebíveis Imobiliários"
"06.349.242/0001-71",2016-01-01,"19810","19810","1981",NA,"Securitização de Recebíveis","2004-12-20","2005-10-10","BRPR 44 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.","Privado",12,""
"07.282.377/0001-20",2023-01-01,"24864","24864","2486",NA,"Energia Elétrica","2005-03-09","2019-11-05","ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A","Privado",12,"A distribuição de energia elétrica de qualquer origem e natureza, podendo realizar outros serviços afins ou complementares relacionados ao seu objeto social."
"07.401.436/0001-31",2023-01-01,"22810","22810","2281",NA,"Papel e Celulose","2005-04-25","2012-06-06","ELDORADO BRASIL CELULOSE S.A.","Privado Holding",12,"Fabricação de celulose e outras pastas para a fabricação de papel."
"07.437.016/0001-05",2023-01-01,"23965","23965","2396","CNSY","Brinquedos e Lazer","2005-05-24","2016-07-20","CINESYSTEM S.A.","Privado",12,"A Companhia tem como principais atividades a prestação de serviços de cinematografia e a revenda de mercadorias de bombonière."
"07.415.333/0001-20",2023-01-01,"25003","25003","2500","SIMH","Serviços Transporte e Logística","2005-06-03","2020-07-29","SIMPAR S.A.","Privado",12,"Participação em outras sociedades empresariais, como sócia ou acionista."
"14.212.464/0001-76",2016-01-01,"80136","80136","8013",NA,"Construção Civil, Mat. Constr. e Decoração","2005-06-13","2011-11-04","TGLT S/A","Estrangeiro",12,"Gerenciamento de projetos e empreendimentos imobiliários, desenvolvimentos urbanos o planejamento, avaliação, direção e execução na gestão de tais negócios relacionados ao setor imobiliário."
"07.710.591/0001-30",2019-01-01,"19941","19941","1994",NA,"Securitização de Recebíveis","2005-06-29","2006-01-26","BRPR 55 SECURITIZADORA CRED IMOB S.A.","Privado",12,""
"07.526.557/0001-00",2023-01-01,"23264","23264","2326","ABEV","Bebidas e Fumo","2005-07-08","2013-10-30","AMBEV S.A.","Estrangeiro Holding",12,"Fabricação e distribuição de cervejas, refrigerantes e bebidas não carbonatadas e não alcoólicas."
"07.587.384/0001-30",2022-01-01,"20222","20222","2022",NA,"Securitização de Recebíveis","2005-07-11","2022-06-01","PLANETA SECURITIZADORA S.A.","Privado",12,"Aquisição, securitização, emissão, negociação e prestação de serviços relacionados à créditos imobiliários e direitos creditórios do agronegócio passíveis de securitização."
"07.594.978/0001-78",2023-01-01,"24260","24260","2426","SMFT","Brinquedos e Lazer","2005-07-19","2017-10-20","SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","Privado",12,"A Companhia tem como atividade preponderante a prestação de serviços de condicionamento físico, por meio de academias de ginástica, musculação, dança e natação."
"07.620.094/0001-40",2017-01-01,"20150","20150","2015","AFLU","Energia Elétrica","2005-08-31","2006-07-12","AFLUENTE G&T DE ENERGIA ELÉTRICA S/A","Privado",12,""
"07.689.002/0001-89",2023-01-01,"20087","20087","2008","EMBR","Máquinas, Equipamentos, Veículos e Peças","2005-09-08","2006-05-23","EMBRAER S.A.","Privado",12,"Projeto, desenvolvimento, fabricação, comercialização de aeronaves e sistemas e fornecimento de suporte e serviços de pós-venda."
"07.882.930/0001-65",2023-01-01,"24902","24902","2490","MTRE","Construção Civil, Mat. Constr. e Decoração","2005-09-09","2020-02-03","Mitre Realty Empreendimentos e Participações S.A.","Privado",12,"(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza, (b) loteamento de terrenos, (c) construção de condomínios"
"07.628.528/0001-59",2023-01-01,"20036","20036","2003","AGRO","Agricultura (Açúcar, Álcool e Cana)","2005-09-23","2006-04-25","BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","Estrangeiro",6,"EMPRESA DE DESENVOLVIMENTO AGROPECUARIO"
"07.704.246/0001-93",2023-01-01,"26557","26557","2655",NA,"Comunicação e Informática","2005-09-27","2021-12-22","Datora Participações e Serviços S.A.","Privado",12,"Prestação de serviços de tecnologia, especializada em conectividade de Internet das Coisas e VoIP, além de serviços de telecomunicações móveis (SMP) e fixos, nacional e internacional (STFC e SCM)."
"07.659.538/0001-51",2023-01-01,"20052","20052","2005","DNEN","Emp. Adm. Part. - Energia Elétrica","2005-10-14","2006-05-03","DINAMICA ENERGIA S.A.","Privado",12,"Participação em empresas brasileiras do setor energético"
"07.671.092/0001-80",2017-01-01,"519707","519707","51970",NA,"Têxtil e Vestuário","2005-11-03","2013-12-17","TBM Têxtil Bezerra de Menezes S.A.","Privado",12,"FIAÇÃO DE FIBRAS VEGETAIS E SINTETICAS EM TODAS AS MODALIDADES , COMPREENDENDO A FABRICAÇÃO DE FIOS DE ALGODÃO E FIOS MISTOS."
"07.394.616/0001-33",2014-01-01,"20079","20079","2007",NA,"Securitização de Recebíveis","2005-11-07","2006-05-23","UNI CIDADE SPTRUST DE RECEBÍVEIS SA","Privado",12,""
"07.700.557/0001-84",2016-01-01,"20265","20265","2026","BISA","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2005-11-14","2006-09-11","BROOKFIELD INCORPORAÇÕES S.A.","Privado Holding",12,"Gestão em participações societárias"
"07.718.269/0001-57",2023-01-01,"20966","20966","2096","SGPS","Emp. Adm. Part. - Têxtil e Vestuário","2005-11-24","2007-07-25","SPRINGS GLOBAL PARTICIPACOES S.A.","Privado Holding",12,""
"07.802.794/0001-56",2023-01-01,"26158","26158","2615",NA,"Energia Elétrica","2005-12-06","2021-08-12","ESSENTIA PCHS S.A.","Privado",12,"(i) Geração, distribuição, transmissão e comercialização de energia elétrica e serviços correlatos, (ii) participação em outras sociedades, e (iii) promoção de serviços em negócios de energia."
"07.859.510/0001-68",2023-01-01,"24473","24473","2447",NA,"Comércio (Atacado e Varejo)","2005-12-08","2018-06-25","JHSF MALLS S.A.","Privado Holding",12,"Investimentos no Brasil em negócios voltados a atender o público de alta renda, focada no desenvolvimento e administração de projetos de shopping centers."
"07.809.905/0001-56",2012-01-01,"20214","20214","2021","AMPI","Emp. Adm. Part. - Energia Elétrica","2005-12-29","2006-07-27","AMPLA INVESTIMENTOS E SERVIÇOS S/A","Estrangeiro Holding",12,"paricipar de outras empresas do setor elétrico"
"07.816.890/0001-53",2023-01-01,"20982","20982","2098","MULT","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2005-12-30","2007-07-25","MULTIPLAN - EMPREEND IMOBILIARIOS S.A.","Privado",12,"Administração de shopping centers"
"06.977.739/0001-34",2016-01-01,"19917","19917","1991","TEMP","Emp. Adm. Part. - Serviços médicos","2006-01-01","2006-01-04","TEMPO PARTICIPAÇOES S/A","Estrangeiro Holding",12,"Soluções médicas, planos médicos e odontológicos e assitências 24 horas."
"07.825.881/0001-29",2016-01-01,"20230","20230","2023",NA,"Securitização de Recebíveis","2006-01-02","2006-08-09","ACRUX SECURITIZADORA S/A","Privado",12,"Emissão de Certificados de Recebíveis Imobiliários, bem como de outros títulos e valores mobiliários lastreados em créditos imobiliários que sejam compatíveis com as suas atividades"
"07.820.907/0001-46",2023-01-01,"20630","20630","2063","CRDE","Construção Civil, Mat. Constr. e Decoração","2006-01-10","2007-04-16","FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.","Privado",12,"Incorporação Imobiliária"
"07.820.907/0001-46",2023-01-01,"20630","20630","2063","FIEI","Construção Civil, Mat. Constr. e Decoração","2006-01-10","2007-04-16","FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.","Privado",12,"Incorporação Imobiliária"
"07.875.234/0001-21",2012-01-01,"20419","20419","2041",NA,"Construção Civil, Mat. Constr. e Decoração","2006-01-16","2006-12-29","ONE PROPERTIES S.A.","Privado",12,""
"07.859.971/0001-30",2023-01-01,"20257","20257","2025","TAEE","Emp. Adm. Part. - Energia Elétrica","2006-01-23","2006-09-06","TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","Privado",12,"Transmissão de Energia Elétrica."
"07.823.262/0001-03",2023-01-01,"26697","26697","2669",NA,"Emp. Adm. Part. - Energia Elétrica","2006-01-26","2022-03-24","Foz do Rio Claro Energia S.A.","Privado",12,"Geração e comercialização de energia elétrica e participação em outras sociedades."
"07.976.147/0001-60",2023-01-01,"25828","25828","2582",NA,"Serviços Transporte e Logística","2006-03-27","2021-05-11","MOVIDA LOCAÇÃO DE VEÍCULOS S.A.","Privado",12,"Locação de Automóveis sem condutor"
"07.949.970/0001-87",2013-01-01,"20176","20176","2017","CTMI","Emp. Adm. Part. - Extração Mineral","2006-04-10","2006-07-19","CENTENNIAL ASSET PART. MINAS-RIO S/A","Privado Holding",12,"A Companhia tem por objeto a participação no capital de outras sociedades, nacionais ou estrangeiras, constituídas sob qualquer tipo societário, qualquer que seja o objeto social."
"07.957.093/0001-96",2018-01-01,"20168","20168","2016","OGXP","Emp. Adm. Part. - Petróleo e Gás","2006-04-10","2006-07-19","ÓLEO E GÁS PARTICIPAÇÕES S.A.","Privado Holding",12,"Participações em outras sociedades"
"07.950.674/0001-04",2021-01-01,"20184","20184","2018","CCXC","Emp. Adm. Part. - Extração Mineral","2006-04-10","2006-07-19","CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO","Privado Holding",12,"Desenvolvimento de projetos de carvão na Colômbia, incluindo, mas não se limitando a, pesquisa, exploração, lavra, beneficiamento, industrialização, transporte, exportação e comércio de carvão."
"08.170.849/0001-15",2023-01-01,"26026","26026","2602","DESK","Telecomunicações","2006-05-18","2021-07-19","DESKTOP S.A.","Privado",12,"Serviços de telefonia fixa, telecomunicações sem fio, televisão por assinatura, provedores de acesso às redes de comunicações e voz, tratamento de dados, provedores de serviços de aplicação."
"08.065.557/0001-12",2023-01-01,"20435","20435","2043","TCSA","Construção Civil, Mat. Constr. e Decoração","2006-05-22","2007-01-09","TECNISA S.A.","Privado",12,"Incorporação, compra e venda de imóveis prontos e a construir, locação e administração de bens imóveis, construção de imóveis e a prestação de serviço de consultoria imobiliária."
"08.078.847/0001-09",2023-01-01,"20370","20370","2037","LPSB","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2006-05-22","2006-12-12","LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","Privado",12,"Intermediação na compra, venda, permuta e locação de imóveis ou de direitos e obrigações a eles relativos."
"08.343.492/0001-20",2023-01-01,"20915","20915","2091","MRVE","Construção Civil, Mat. Constr. e Decoração","2006-05-31","2007-07-13","MRV ENGENHARIA E PARTICIPACOES S.A.","Privado",12,"Atividades de Incorporação e Construção"
"08.140.464/0001-05",2011-01-01,"20400","20400","2040",NA,"Securitização de Recebíveis","2006-06-01","2006-12-20","SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","Privado",12,"A Companhia tem por objeto social a aquisição e securitização de créditos imobiliários e a emissão e a colocação, no mercado financeiro e de capitais, de Certificado de Recebíveis Imobiliários."
"08.253.728/0001-37",2012-01-01,"20460","20460","2046",NA,"Securitização de Recebíveis","2006-06-16","2007-01-19","TFA SECURITIZADORA S/A","Privado",12,"Securitização de Recebíveis Imobiliários"
"08.294.224/0001-65",2023-01-01,"20605","20605","2060","JHSF","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2006-06-29","2007-04-04","JHSF PARTICIPACOES S.A.","Privado Holding",12,"Empresa com atividades em desenvolvimento e administração de projetos multiuso nos setores de (i) Incorporação, (ii) Shoppings, Varejo e Digital, (iii) Hospitalidade e Gastronomia, e (iv) Aeroporto"
"08.159.965/0001-33",2023-01-01,"23175","23175","2317","IGSN","Saneamento, Serv. Água e Gás","2006-07-04","2013-05-13","IGUA SANEAMENTO S.A.","Privado Holding",12,"Prestação de serviços públicos de água e esgoto."
"08.219.477/0001-74",2015-01-01,"23213","23213","2321",NA,"Energia Elétrica","2006-07-11","2013-09-26","ITAQUI GERAÇÃO DE ENERGIA S.A.","Privado",12,"operação comercial de usina térmica, comercialização de energia, gerenciamento de projetos de infra-estrutura, operação portuária de descarga/carga de granéis, participação em outras sociedades"
"08.213.823/0001-07",2023-01-01,"26590","26590","2659",NA,"Emp. Adm. Part. - Extração Mineral","2006-07-12","2022-01-06","AURA ALMAS MINERAÇÃO S.A.","Privado",12,"Exploração, prospecção, industrialização e comercialização de minério de qualquer natureza importação e exportação de bens e produtos ligados à atividade principal exploração de jazidas."
"08.312.229/0001-73",2023-01-01,"20770","20770","2077","EZTC","Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração","2006-07-31","2007-06-15","EZ TEC EMPREEND. E PARTICIPACOES S.A.","Privado",12,"(a) Incorporação e comercialização de empreendimentos imobiliários de qualquer natureza, (b) administração e locação de imóveis prórpios, (c) loteamento de terrenos, (d) construção de condomínios ..."
"08.397.078/0001-01",2023-01-01,"26603","26603","2660",NA,"Serviços médicos","2006-08-01","2022-01-27","GSH CORP Participações S.A.","Privado",12,"Prestação de serviços médicos hospitalares (hemoterapia, medicina nuclear, farmacêutica, radiofarmácia e outros segmentos), participação em outras sociedades e administração de bens próprios."
